Seed,Dataset,Sample Size,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,mean.mean,mean.sd,median.mean,median.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,range.mean,range.sd,sd.mean,sd.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd
5,5G_Slicing,0.2,0.07409638473302094,0.19241610500248776,2.790632703865302,1.354780862686656,8.570081844281613e-05,0.21567399015350763,0.26211139731101574,1.5436462849890977,0.058594389389560075,0.14814692220207246,0.05276574086379724,0.08720439777760443,115.79814013026841,291.85264727577743,3.7993915288506206,0.3333333333333333,0.09990300668781182,2.4008378436824525,4.446259602449654,2.4376675239778804,1.3342977385049786,2.5107211986689713,11668.5,11.876249875,20.29298827263285,3.9279912258619722,1.6838161294904122,6.800892703390806,8.383814220495255,4.625125000000001,4.808708630851798,0.4062877629924275,0.4613427729069166,8.0,1.0,0.0,3.0,0.07142857142857142,93348.0,4.0,8.0,0.0,5.868611260431474,,16.126249875,23.110148110214947,5.909658928269202,9.613922730338034,0.19979185371161942,0.16843643846032202,5.845019076816639,6.3808761311854125,115.79814013026844,291.8525086134793
5,5G_Slicing,0.4,0.07408986572314455,0.19247093911319285,2.790916724753603,1.3550507145825554,4.285040922140807e-05,0.21538784649771547,0.2621090962959689,1.5436462849890977,0.057859664138320166,0.14861710926827515,0.04304709621523322,0.09652842204555191,116.05519858299137,292.5743375018769,3.801413367807867,0.3333333333333333,0.09990300668781182,2.4022339059913196,4.448990331214785,2.4171487058290624,1.333328617061701,2.509002991726362,23337.0,11.876249875,20.29298827263285,3.928491337016601,1.6835724787112278,6.807408128724639,8.403046035573063,4.625125000000001,4.808708630851798,0.4060716727261,0.4613821145168777,8.0,1.0,0.0,3.0,0.07142857142857142,186696.0,4.0,8.0,0.0,5.872965814180563,,16.126249875,23.110148110214947,5.914336511692558,9.62590684170004,0.19979613989039385,0.16843553625920007,5.856922008811084,6.405440005868075,116.05519858299137,292.5741893273611
5,5G_Slicing,0.6,0.0740791492154705,0.19245750413742835,2.7909986574620493,1.3551876327417935,2.8567041490056883e-05,0.21509179270482237,0.26196583544582486,1.5436452852412619,0.05760365887238894,0.14854537322553565,0.0485483851481636,0.10600884986645935,115.90402417241638,292.1429753530131,3.804219836640142,0.3333333333333333,0.09990427169867265,2.398911743060548,4.442805515661124,2.3996625127816618,1.331821128388593,2.5059342325976792,35005.375,11.876249875,20.29298827263285,3.9288721020820816,1.6833080326833731,6.800833544919888,8.389127373834599,4.625125000000001,4.808708630851798,0.4057718406212291,0.46097019770993636,8.0,1.0,0.0,3.0,0.07142857142857142,280043.0,4.0,8.0,0.0,5.878246290302162,,16.126249875,23.110148110214947,5.911821484263374,9.618695540344843,0.1997975685962448,0.16843523552978829,5.847153650419278,6.386534442914447,115.90402417241653,292.1427947089533
5,5G_Slicing,0.8,0.07407117509436978,0.1924597899445163,2.790985631775283,1.355158472218574,2.142526199078178e-05,0.2151856245218165,0.2619769601286379,1.5436455351832705,0.05743489009420878,0.1485805457568924,0.050143292519633995,0.0981578666067766,116.0256530999022,292.4661905263845,3.803386328324878,0.3333333333333333,0.09990395544189606,2.4004500703197222,4.445785754923076,2.4018948533942384,1.3312543064416344,2.504322157527487,46673.875,12.001249875,20.282857334220868,3.928770336128061,1.6834419936903293,6.8038019709684345,8.401032453946524,4.625125000000001,4.808708630851798,0.4058608308304923,0.4610309796395468,8.0,1.0,0.0,3.0,0.07142857142857142,373391.0,4.0,8.0,0.0,5.8767060523289025,,16.126249875,23.110148110214947,5.914389960833024,9.624115216689463,0.199798282956823,0.1684350851634716,5.85315214099192,6.402671124845806,116.02565309990192,292.46602906889916
5,5G_Slicing,1.0,0.07406502875378762,0.19246079432690547,2.7910011418803413,1.3551022881557235,1.7140200411793316e-05,0.2151918360118144,0.2619186235753637,1.5436456851468592,0.05685368702836672,0.14879287893722581,0.020685260359888498,0.07384146348276395,115.94777895396192,292.259302466827,3.8031489573029647,0.3333333333333333,0.09990376568912973,2.4015059811688624,4.447671854559845,2.4046260039812557,1.332510064545806,2.5068124300389543,58342.375,12.001249875,20.282857334220868,3.9287606252304803,1.683440731135389,6.801886048048266,8.397149594393658,4.625125000000001,4.808708630851798,0.40588620179672075,0.46113514014285695,8.0,1.0,0.0,3.0,0.07142857142857142,466739.0,4.0,8.0,0.0,5.876314418981292,,16.126249875,23.110148110214947,5.912823600137174,9.620590776491332,0.19979871157194545,0.16843499494393926,5.850533117040564,6.398204268599967,115.94777895396044,292.25922464951356
5,ASNM-CDX-2009,0.2,0.11594387025256414,0.2276192721699374,1.8529992756263514,1.4680782628571325,0.75736568457539,0.04067456420472912,0.13250497666842911,0.06581976945136513,,,4.320928440327897e+18,1.0262979610781028e+21,1.2966437677122889e+21,3.7680483623954427e+22,8.670009558664681,0.5,0.6960773859860641,,,34094948894.322853,,,1.3203661327231122,14042131.736212919,53834636.45448179,1.911227384537321,1.462289012468904,2840697.690417383,1064285931.9407334,2835502.6808595844,59349528.02085572,0.007591660540395346,0.006970670383461145,874.0,122.0,0.0,2.0,0.06786089682595853,1154.0,65.0,874.0,786.0,243.08352635981456,,117381965054.28163,1223715489616.5273,3387148661.3354993,35869807964.05822,0.1801318370732099,0.29148048628113055,2832505.2552275127,60039556.215621896,1.2966437677122886e+21,2.2343492607950226e+22
5,ASNM-CDX-2009,0.4,0.08907057333096154,0.12416324206059234,2.02177556443771,1.6238970726767503,0.37851883932438285,0.02820155099865697,0.11012886073530143,0.06579615463987006,,,2.321261966468799e+18,5.183678858282982e+20,6.842131020166448e+20,1.902905179007703e+22,8.958574873508619,0.5,0.6960821626838556,,,19630483964.05341,,,2.64187643020595,13499853.944349261,52578301.537520185,2.0802272300747098,1.61854102150531,2840738.254720533,601843937.3976295,2839392.725360803,59341578.848656684,0.007344489002869833,0.00681448908237556,874.0,117.0,0.0,2.0,0.06841397532378683,2309.0,43.0,874.0,809.0,274.27790750965903,,155761041935.01498,1259601809224.5552,3127473988.4735208,25984698453.590797,0.15708268556423077,0.2602859625867602,2844355.6599959536,60102429.62021987,6.84213102016645e+20,1.128061685469645e+22
5,ASNM-CDX-2009,0.6,0.09597652869884957,0.11663154217847656,2.114129867943245,1.702547251504339,0.25245522819179667,0.027387154116698544,0.10898477398516773,0.06379248189597747,,,2.701022069686659e+18,4.078059806316127e+20,7.254207453812693e+20,1.4927731047987665e+22,8.661430591204581,0.5,0.6964858821046005,,,16260415289.653513,,,3.9610983981693364,13103543.039231945,51327761.24181489,2.170557229121086,1.6972762428217996,2840730.8378712786,503259669.82147664,2837532.387419811,59338055.25179374,0.0073651207181359615,0.007080716652751555,874.0,91.0,0.0,2.0,0.06811253443634487,3462.0,43.0,874.0,809.0,286.04619365401385,,226480322514.3761,1609082693796.1382,3732362449.508806,26689046638.026016,0.14729121597538755,0.25429569560335596,2845376.301256648,60078253.47944226,7.254207453812695e+20,8.802270250530905e+21
5,ASNM-CDX-2009,0.8,0.07546275130726227,0.18221711495855394,2.154699872031746,1.7363163851003764,0.18930041152263374,0.02310205054875879,0.10041212894042412,0.06428924524622696,,,2.073089108033032e+18,3.060013379347895e+20,5.532059632092665e+20,1.1201177367558398e+22,8.701468930323408,0.5,0.6963860805837625,,,12556444658.377394,,,5.282608695652174,13193231.596820679,51533385.757410534,2.211600796321934,1.7308976878193196,2840706.257217645,386720044.5354426,2838428.736918193,59337059.75410828,0.0073883209560385715,0.0075828760432181,874.0,85.0,0.0,2.0,0.0675148951116773,4617.0,36.0,874.0,817.0,290.63593255524194,,242283485675.81778,1628530326742.9917,3428660586.759403,23282406828.258076,0.13829884802536763,0.2410978933646669,2843378.085308743,60074098.601928756,5.532059632092666e+20,6.604865865524365e+21
5,ASNM-CDX-2009,1.0,0.1308436992939501,0.25658290118843413,2.1922696795549634,1.7695561982066377,0.15144688962051636,0.02079763010217638,0.09507956756587232,0.06459601967183556,,,1.7365146622331791e+18,2.4544330200569918e+20,4.657375451547842e+20,8.985905166273047e+21,8.430999380113496,0.5,0.6963243523623548,,,69479126576.80695,,,6.602974828375286,13002420.935008053,50935172.17188255,2.2492039717423684,1.7640632306434512,2840734.085573111,328631237.12377924,2837762.4585143253,59339395.06822298,0.007661727484430914,0.008067502393232328,874.0,83.0,0.0,2.0,0.06829077774370186,5771.0,32.0,874.0,821.0,285.1325574434468,,275284596631.2245,1669015299612.126,3483314788.6742287,21310177275.68197,0.13280677914985423,0.23317081466510525,2840922.8280679923,60066848.923886165,4.657375451547842e+20,5.300200360819935e+21
